,Droplet ID,File,Channel,Intensity
70641,32350,Rinse2001,Rhodamine B,13559.0
70642,32351,Rinse2001,4X_FITC_15%,18129.35714285714
70643,32351,Rinse2001,Brightfield,3969.9285714285716
70644,32351,Rinse2001,Rhodamine B,3468.3571428571427
70645,32352,Rinse2001,4X_FITC_15%,1236.0
70646,32352,Rinse2001,Brightfield,5087.571428571428
70647,32352,Rinse2001,Rhodamine B,2938.785714285714
70648,32353,Rinse2001,4X_FITC_15%,1251.7692307692307
70649,32353,Rinse2001,Brightfield,4959.923076923077
70650,32353,Rinse2001,Rhodamine B,14153.153846153846
70651,32354,Rinse2001,4X_FITC_15%,1531.1666666666667
70652,32354,Rinse2001,Brightfield,5655.083333333333
70653,32354,Rinse2001,Rhodamine B,25497.083333333332
70654,32355,Rinse2001,4X_FITC_15%,1132.8181818181818
70655,32355,Rinse2001,Brightfield,5364.090909090909
70656,32355,Rinse2001,Rhodamine B,2315.7272727272725
70657,32356,Rinse2001,4X_FITC_15%,1684.3636363636363
70658,32356,Rinse2001,Brightfield,4894.818181818182
70659,32356,Rinse2001,Rhodamine B,2808.909090909091
70660,32357,Rinse2001,4X_FITC_15%,17854.090909090908
70661,32357,Rinse2001,Brightfield,5441.363636363636
70662,32357,Rinse2001,Rhodamine B,2731.181818181818
70663,32358,Rinse2001,4X_FITC_15%,1282.0
70664,32358,Rinse2001,Brightfield,4493.083333333333
70665,32358,Rinse2001,Rhodamine B,12866.416666666666
70666,32359,Rinse2001,4X_FITC_15%,14904.0
70667,32359,Rinse2001,Brightfield,4875.642857142857
70668,32359,Rinse2001,Rhodamine B,4451.285714285715
70669,32360,Rinse2001,4X_FITC_15%,18961.0
70670,32360,Rinse2001,Brightfield,5953.285714285715
70671,32360,Rinse2001,Rhodamine B,2403.1428571428573
70672,32361,Rinse2001,4X_FITC_15%,16654.69230769231
70673,32361,Rinse2001,Brightfield,6030.461538461538
70674,32361,Rinse2001,Rhodamine B,2599.3076923076924
70675,32362,Rinse2001,4X_FITC_15%,1578.75
70676,32362,Rinse2001,Brightfield,4217.5
70677,32362,Rinse2001,Rhodamine B,13666.333333333334
70678,32363,Rinse2001,4X_FITC_15%,1101.2307692307693
70679,32363,Rinse2001,Brightfield,5145.846153846154
70680,32363,Rinse2001,Rhodamine B,17911.076923076922
70681,32364,Rinse2001,4X_FITC_15%,1340.4615384615386
70682,32364,Rinse2001,Brightfield,5325.307692307692
70683,32364,Rinse2001,Rhodamine B,2479.5384615384614
70684,32365,Rinse2001,4X_FITC_15%,1542.642857142857
70685,32365,Rinse2001,Brightfield,4994.357142857143
70686,32365,Rinse2001,Rhodamine B,16029.07142857143
70687,32366,Rinse2001,4X_FITC_15%,2267.6153846153848
70688,32366,Rinse2001,Brightfield,5083.538461538462
70689,32366,Rinse2001,Rhodamine B,15474.615384615385
70690,32367,Rinse2001,4X_FITC_15%,15461.666666666666
70691,32367,Rinse2001,Brightfield,4958.916666666667
70692,32367,Rinse2001,Rhodamine B,4745.583333333333
70693,32368,Rinse2001,4X_FITC_15%,17858.583333333332
70694,32368,Rinse2001,Brightfield,5133.583333333333
70695,32368,Rinse2001,Rhodamine B,3655.4166666666665
70696,32369,Rinse2001,4X_FITC_15%,1428.076923076923
70697,32369,Rinse2001,Brightfield,5574.384615384615
70698,32369,Rinse2001,Rhodamine B,15360.76923076923
70699,32370,Rinse2001,4X_FITC_15%,1014.3076923076923
70700,32370,Rinse2001,Brightfield,4748.2307692307695
70701,32370,Rinse2001,Rhodamine B,18907.923076923078
70702,32371,Rinse2001,4X_FITC_15%,16218.75
70703,32371,Rinse2001,Brightfield,5574.416666666667
70704,32371,Rinse2001,Rhodamine B,2549.4166666666665
70705,32372,Rinse2001,4X_FITC_15%,14736.75
70706,32372,Rinse2001,Brightfield,5359.5
70707,32372,Rinse2001,Rhodamine B,5116.416666666667
70708,32373,Rinse2001,4X_FITC_15%,1494.1
70709,32373,Rinse2001,Brightfield,5132.1
70710,32373,Rinse2001,Rhodamine B,15218.4
70711,32374,Rinse2001,4X_FITC_15%,2547.153846153846
70712,32374,Rinse2001,Brightfield,4487.615384615385
70713,32374,Rinse2001,Rhodamine B,14754.615384615385
70714,32375,Rinse2001,4X_FITC_15%,15693.363636363636
70715,32375,Rinse2001,Brightfield,5176.545454545455
70716,32375,Rinse2001,Rhodamine B,2631.818181818182
70717,32376,Rinse2001,4X_FITC_15%,1686.8461538461538
70718,32376,Rinse2001,Brightfield,5704.076923076923
70719,32376,Rinse2001,Rhodamine B,15957.23076923077
70720,32377,Rinse2001,4X_FITC_15%,18053.071428571428
70721,32377,Rinse2001,Brightfield,4942.142857142857
70722,32377,Rinse2001,Rhodamine B,4148.428571428572
70723,32378,Rinse2001,4X_FITC_15%,16666.35714285714
70724,32378,Rinse2001,Brightfield,5072.714285714285
70725,32378,Rinse2001,Rhodamine B,2417.9285714285716
70726,32379,Rinse2001,4X_FITC_15%,1739.3333333333333
70727,32379,Rinse2001,Brightfield,4013.3333333333335
70728,32379,Rinse2001,Rhodamine B,16662.166666666668
70729,32380,Rinse2001,4X_FITC_15%,2264.090909090909
70730,32380,Rinse2001,Brightfield,4228.636363636364
70731,32380,Rinse2001,Rhodamine B,3199.818181818182
70732,32381,Rinse2001,4X_FITC_15%,14195.846153846154
70733,32381,Rinse2001,Brightfield,3834.4615384615386
70734,32381,Rinse2001,Rhodamine B,4795.0
70735,32382,Rinse2001,4X_FITC_15%,15109.846153846154
70736,32382,Rinse2001,Brightfield,5290.153846153846
70737,32382,Rinse2001,Rhodamine B,3013.3076923076924
70738,32383,Rinse2001,4X_FITC_15%,1232.2307692307693
70739,32383,Rinse2001,Brightfield,4929.7692307692305
70740,32383,Rinse2001,Rhodamine B,14805.23076923077
70741,32384,Rinse2001,4X_FITC_15%,963.4615384615385
70742,32384,Rinse2001,Brightfield,4189.692307692308
70743,32384,Rinse2001,Rhodamine B,3047.5384615384614
70744,32385,Rinse2001,4X_FITC_15%,15547.714285714286
70745,32385,Rinse2001,Brightfield,4114.357142857143
70746,32385,Rinse2001,Rhodamine B,2772.4285714285716
70747,32386,Rinse2001,4X_FITC_15%,15778.727272727272
70748,32386,Rinse2001,Brightfield,5297.272727272727
70749,32386,Rinse2001,Rhodamine B,3799.7272727272725
70750,32387,Rinse2001,4X_FITC_15%,16092.636363636364
70751,32387,Rinse2001,Brightfield,5420.636363636364
70752,32387,Rinse2001,Rhodamine B,2014.0
70753,32388,Rinse2001,4X_FITC_15%,17646.69230769231
70754,32388,Rinse2001,Brightfield,4717.615384615385
70755,32388,Rinse2001,Rhodamine B,3737.3846153846152
70756,32389,Rinse2001,4X_FITC_15%,1271.5384615384614
70757,32389,Rinse2001,Brightfield,5296.461538461538
70758,32389,Rinse2001,Rhodamine B,17198.923076923078
70759,32390,Rinse2001,4X_FITC_15%,15736.23076923077
70760,32390,Rinse2001,Brightfield,5305.076923076923
70761,32390,Rinse2001,Rhodamine B,4678.846153846154
70762,32391,Rinse2001,4X_FITC_15%,17847.0
70763,32391,Rinse2001,Brightfield,5417.2307692307695
70764,32391,Rinse2001,Rhodamine B,2253.0
70765,32392,Rinse2001,4X_FITC_15%,19032.76923076923
70766,32392,Rinse2001,Brightfield,5361.615384615385
70767,32392,Rinse2001,Rhodamine B,4284.923076923077
70768,32393,Rinse2001,4X_FITC_15%,1119.7692307692307
70769,32393,Rinse2001,Brightfield,4802.538461538462
70770,32393,Rinse2001,Rhodamine B,13082.307692307691
70771,32394,Rinse2001,4X_FITC_15%,1548.0833333333333
70772,32394,Rinse2001,Brightfield,5221.083333333333
70773,32394,Rinse2001,Rhodamine B,2514.5
70774,32395,Rinse2001,4X_FITC_15%,1374.357142857143
70775,32395,Rinse2001,Brightfield,5089.285714285715
70776,32395,Rinse2001,Rhodamine B,15469.5
70777,32396,Rinse2001,4X_FITC_15%,1116.8461538461538
70778,32396,Rinse2001,Brightfield,4621.7692307692305
70779,32396,Rinse2001,Rhodamine B,18900.846153846152
70780,32397,Rinse2001,4X_FITC_15%,1597.5
70781,32397,Rinse2001,Brightfield,5477.833333333333
70782,32397,Rinse2001,Rhodamine B,23333.916666666668
70783,32398,Rinse2001,4X_FITC_15%,17807.7
70784,32398,Rinse2001,Brightfield,4719.3
70785,32398,Rinse2001,Rhodamine B,2699.8
70786,32399,Rinse2001,4X_FITC_15%,19193.083333333332
70787,32399,Rinse2001,Brightfield,4987.916666666667
70788,32399,Rinse2001,Rhodamine B,2499.0833333333335
70789,32400,Rinse2001,4X_FITC_15%,15339.916666666666
70790,32400,Rinse2001,Brightfield,5483.75
70791,32400,Rinse2001,Rhodamine B,2090.1666666666665
70792,32401,Rinse2001,4X_FITC_15%,1297.3846153846155
70793,32401,Rinse2001,Brightfield,5806.0
70794,32401,Rinse2001,Rhodamine B,2164.230769230769
70795,32402,Rinse2001,4X_FITC_15%,1206.3076923076924
70796,32402,Rinse2001,Brightfield,5292.307692307692
70797,32402,Rinse2001,Rhodamine B,18400.615384615383
70798,32403,Rinse2001,4X_FITC_15%,16572.846153846152
70799,32403,Rinse2001,Brightfield,5111.923076923077
70800,32403,Rinse2001,Rhodamine B,3616.923076923077
70801,32404,Rinse2001,4X_FITC_15%,14331.92857142857
70802,32404,Rinse2001,Brightfield,4631.357142857143
70803,32404,Rinse2001,Rhodamine B,5265.785714285715
70804,32405,Rinse2001,4X_FITC_15%,1371.5454545454545
70805,32405,Rinse2001,Brightfield,4628.181818181818
70806,32405,Rinse2001,Rhodamine B,17548.0
70807,32406,Rinse2001,4X_FITC_15%,14712.833333333334
70808,32406,Rinse2001,Brightfield,4847.916666666667
70809,32406,Rinse2001,Rhodamine B,3005.5
70810,32407,Rinse2001,4X_FITC_15%,16004.23076923077
70811,32407,Rinse2001,Brightfield,5483.692307692308
70812,32407,Rinse2001,Rhodamine B,4788.153846153846
70813,32408,Rinse2001,4X_FITC_15%,1368.923076923077
70814,32408,Rinse2001,Brightfield,5023.307692307692
70815,32408,Rinse2001,Rhodamine B,14184.923076923076
70816,32409,Rinse2001,4X_FITC_15%,15489.5
70817,32409,Rinse2001,Brightfield,5558.666666666667
70818,32409,Rinse2001,Rhodamine B,3705.6666666666665
70819,32410,Rinse2001,4X_FITC_15%,2808.2727272727275
70820,32410,Rinse2001,Brightfield,4549.454545454545
70821,32410,Rinse2001,Rhodamine B,17970.090909090908
70822,32411,Rinse2001,4X_FITC_15%,1331.2857142857142
70823,32411,Rinse2001,Brightfield,4840.0
70824,32411,Rinse2001,Rhodamine B,17849.64285714286
70825,32412,Rinse2001,4X_FITC_15%,13859.76923076923
70826,32412,Rinse2001,Brightfield,4851.461538461538
70827,32412,Rinse2001,Rhodamine B,5551.2307692307695
70828,32413,Rinse2001,4X_FITC_15%,16099.357142857143
70829,32413,Rinse2001,Brightfield,5301.642857142857
70830,32413,Rinse2001,Rhodamine B,2666.9285714285716
70831,32414,Rinse2001,4X_FITC_15%,1287.7692307692307
70832,32414,Rinse2001,Brightfield,5356.692307692308
70833,32414,Rinse2001,Rhodamine B,2446.3076923076924
70834,32415,Rinse2001,4X_FITC_15%,14976.538461538461
70835,32415,Rinse2001,Brightfield,5307.7692307692305
70836,32415,Rinse2001,Rhodamine B,4181.2307692307695
70837,32416,Rinse2001,4X_FITC_15%,19206.909090909092
70838,32416,Rinse2001,Brightfield,4753.545454545455
70839,32416,Rinse2001,Rhodamine B,2851.3636363636365
70840,32417,Rinse2001,4X_FITC_15%,1341.3076923076924
70841,32417,Rinse2001,Brightfield,4767.153846153846
70842,32417,Rinse2001,Rhodamine B,20706.153846153848
70843,32418,Rinse2001,4X_FITC_15%,1447.0714285714287
70844,32418,Rinse2001,Brightfield,4390.285714285715
70845,32418,Rinse2001,Rhodamine B,25415.85714285714
70846,32419,Rinse2001,4X_FITC_15%,2104.230769230769
70847,32419,Rinse2001,Brightfield,3295.769230769231
70848,32419,Rinse2001,Rhodamine B,16502.23076923077
70849,32420,Rinse2001,4X_FITC_15%,17570.0
70850,32420,Rinse2001,Brightfield,5822.076923076923
70851,32420,Rinse2001,Rhodamine B,2282.153846153846
70852,32421,Rinse2001,4X_FITC_15%,15346.0
70853,32421,Rinse2001,Brightfield,5407.5
70854,32421,Rinse2001,Rhodamine B,2396.714285714286
70855,32422,Rinse2001,4X_FITC_15%,19688.35714285714
70856,32422,Rinse2001,Brightfield,5229.0
70857,32422,Rinse2001,Rhodamine B,5295.928571428572
70858,32423,Rinse2001,4X_FITC_15%,19135.545454545456
70859,32423,Rinse2001,Brightfield,4753.181818181818
70860,32423,Rinse2001,Rhodamine B,3118.4545454545455
70861,32424,Rinse2001,4X_FITC_15%,18803.090909090908
70862,32424,Rinse2001,Brightfield,4715.636363636364
70863,32424,Rinse2001,Rhodamine B,2349.818181818182
70864,32425,Rinse2001,4X_FITC_15%,1128.5384615384614
70865,32425,Rinse2001,Brightfield,4837.307692307692
70866,32425,Rinse2001,Rhodamine B,12387.76923076923
70867,32426,Rinse2001,4X_FITC_15%,16325.545454545454
70868,32426,Rinse2001,Brightfield,5476.818181818182
70869,32426,Rinse2001,Rhodamine B,2589.6363636363635
70870,32427,Rinse2001,4X_FITC_15%,14696.076923076924
70871,32427,Rinse2001,Brightfield,5253.846153846154
70872,32427,Rinse2001,Rhodamine B,2641.769230769231
70873,32428,Rinse2001,4X_FITC_15%,1563.0
70874,32428,Rinse2001,Brightfield,5385.384615384615
70875,32428,Rinse2001,Rhodamine B,2140.5384615384614
70876,32429,Rinse2001,4X_FITC_15%,1804.923076923077
70877,32429,Rinse2001,Brightfield,4838.076923076923
70878,32429,Rinse2001,Rhodamine B,3123.846153846154
70879,32430,Rinse2001,4X_FITC_15%,1376.3636363636363
70880,32430,Rinse2001,Brightfield,4868.818181818182
70881,32430,Rinse2001,Rhodamine B,16361.90909090909
70882,32431,Rinse2001,4X_FITC_15%,1138.1
70883,32431,Rinse2001,Brightfield,4980.2
70884,32431,Rinse2001,Rhodamine B,2618.4
70885,32432,Rinse2001,4X_FITC_15%,1321.75
70886,32432,Rinse2001,Brightfield,5629.666666666667
70887,32432,Rinse2001,Rhodamine B,22454.333333333332
70888,32433,Rinse2001,4X_FITC_15%,19071.23076923077
70889,32433,Rinse2001,Brightfield,4991.0
70890,32433,Rinse2001,Rhodamine B,2924.6923076923076
70891,32434,Rinse2001,4X_FITC_15%,1254.3636363636363
70892,32434,Rinse2001,Brightfield,4945.909090909091
70893,32434,Rinse2001,Rhodamine B,17356.090909090908
70894,32435,Rinse2001,4X_FITC_15%,1439.076923076923
70895,32435,Rinse2001,Brightfield,4878.153846153846
70896,32435,Rinse2001,Rhodamine B,22800.23076923077
70897,32436,Rinse2001,4X_FITC_15%,17317.76923076923
70898,32436,Rinse2001,Brightfield,4399.153846153846
70899,32436,Rinse2001,Rhodamine B,2983.769230769231
70900,32437,Rinse2001,4X_FITC_15%,16646.46153846154
70901,32437,Rinse2001,Brightfield,4665.846153846154
70902,32437,Rinse2001,Rhodamine B,3321.076923076923
70903,32438,Rinse2001,4X_FITC_15%,1084.7142857142858
70904,32438,Rinse2001,Brightfield,4552.571428571428
70905,32438,Rinse2001,Rhodamine B,16256.5
70906,32439,Rinse2001,4X_FITC_15%,1322.2857142857142
70907,32439,Rinse2001,Brightfield,5364.571428571428
70908,32439,Rinse2001,Rhodamine B,2159.0714285714284
70909,32440,Rinse2001,4X_FITC_15%,1154.0
70910,32440,Rinse2001,Brightfield,5277.2307692307695
70911,32440,Rinse2001,Rhodamine B,2601.4615384615386
70912,32441,Rinse2001,4X_FITC_15%,1466.6923076923076
70913,32441,Rinse2001,Brightfield,5382.153846153846
70914,32441,Rinse2001,Rhodamine B,14051.923076923076
70915,32442,Rinse2001,4X_FITC_15%,1516.6666666666667
70916,32442,Rinse2001,Brightfield,5516.583333333333
70917,32442,Rinse2001,Rhodamine B,2080.5833333333335
70918,32443,Rinse2001,4X_FITC_15%,14420.538461538461
70919,32443,Rinse2001,Brightfield,4949.692307692308
70920,32443,Rinse2001,Rhodamine B,3080.230769230769
70921,32444,Rinse2001,4X_FITC_15%,14701.692307692309
70922,32444,Rinse2001,Brightfield,4569.307692307692
70923,32444,Rinse2001,Rhodamine B,2796.6923076923076
70924,32445,Rinse2001,4X_FITC_15%,16741.454545454544
70925,32445,Rinse2001,Brightfield,4497.909090909091
70926,32445,Rinse2001,Rhodamine B,5313.636363636364
70927,32446,Rinse2001,4X_FITC_15%,17142.75
70928,32446,Rinse2001,Brightfield,5500.583333333333
70929,32446,Rinse2001,Rhodamine B,2699.5
70930,32447,Rinse2001,4X_FITC_15%,1364.1666666666667
70931,32447,Rinse2001,Brightfield,5081.083333333333
70932,32447,Rinse2001,Rhodamine B,2115.0833333333335
70933,32448,Rinse2001,4X_FITC_15%,1306.1
70934,32448,Rinse2001,Brightfield,5138.8
70935,32448,Rinse2001,Rhodamine B,2177.7
70936,32449,Rinse2001,4X_FITC_15%,1069.076923076923
70937,32449,Rinse2001,Brightfield,4311.692307692308
70938,32449,Rinse2001,Rhodamine B,12138.0
70939,32450,Rinse2001,4X_FITC_15%,1189.7142857142858
70940,32450,Rinse2001,Brightfield,4688.142857142857
70941,32450,Rinse2001,Rhodamine B,19992.071428571428
70942,32451,Rinse2001,4X_FITC_15%,1392.5
70943,32451,Rinse2001,Brightfield,5237.142857142857
70944,32451,Rinse2001,Rhodamine B,2272.714285714286
70945,32452,Rinse2001,4X_FITC_15%,16122.666666666666
70946,32452,Rinse2001,Brightfield,4768.75
70947,32452,Rinse2001,Rhodamine B,2609.6666666666665
70948,32453,Rinse2001,4X_FITC_15%,1195.8461538461538
70949,32453,Rinse2001,Brightfield,5092.153846153846
70950,32453,Rinse2001,Rhodamine B,16838.23076923077
70951,32454,Rinse2001,4X_FITC_15%,20369.0
70952,32454,Rinse2001,Brightfield,4886.307692307692
70953,32454,Rinse2001,Rhodamine B,3126.4615384615386
70954,32455,Rinse2001,4X_FITC_15%,1298.3076923076924
70955,32455,Rinse2001,Brightfield,5070.615384615385
70956,32455,Rinse2001,Rhodamine B,2790.3076923076924
70957,32456,Rinse2001,4X_FITC_15%,20563.166666666668
70958,32456,Rinse2001,Brightfield,4985.75
70959,32456,Rinse2001,Rhodamine B,2626.8333333333335
70960,32457,Rinse2001,4X_FITC_15%,1287.2857142857142
70961,32457,Rinse2001,Brightfield,4776.428571428572
70962,32457,Rinse2001,Rhodamine B,16502.928571428572
70963,32458,Rinse2001,4X_FITC_15%,1229.7692307692307
70964,32458,Rinse2001,Brightfield,4811.538461538462
70965,32458,Rinse2001,Rhodamine B,20595.53846153846
70966,32459,Rinse2001,4X_FITC_15%,1212.0833333333333
70967,32459,Rinse2001,Brightfield,4733.5
70968,32459,Rinse2001,Rhodamine B,2601.4166666666665
70969,32460,Rinse2001,4X_FITC_15%,15763.76923076923
70970,32460,Rinse2001,Brightfield,5288.846153846154
70971,32460,Rinse2001,Rhodamine B,2513.0
70972,32461,Rinse2001,4X_FITC_15%,1198.2307692307693
70973,32461,Rinse2001,Brightfield,5104.384615384615
70974,32461,Rinse2001,Rhodamine B,20791.30769230769
70975,32462,Rinse2001,4X_FITC_15%,1333.090909090909
70976,32462,Rinse2001,Brightfield,4522.545454545455
70977,32462,Rinse2001,Rhodamine B,9648.545454545454
70978,32463,Rinse2001,4X_FITC_15%,845.2307692307693
70979,32463,Rinse2001,Brightfield,4719.076923076923
70980,32463,Rinse2001,Rhodamine B,13890.23076923077
70981,32464,Rinse2001,4X_FITC_15%,2079.25
70982,32464,Rinse2001,Brightfield,4349.75
70983,32464,Rinse2001,Rhodamine B,17098.75
70984,32465,Rinse2001,4X_FITC_15%,16852.0
70985,32465,Rinse2001,Brightfield,5447.363636363636
70986,32465,Rinse2001,Rhodamine B,2655.6363636363635
70987,32466,Rinse2001,4X_FITC_15%,980.7857142857143
70988,32466,Rinse2001,Brightfield,4785.642857142857
70989,32466,Rinse2001,Rhodamine B,16773.5
70990,32467,Rinse2001,4X_FITC_15%,1215.1818181818182
70991,32467,Rinse2001,Brightfield,5334.363636363636
70992,32467,Rinse2001,Rhodamine B,2813.909090909091
70993,32468,Rinse2001,4X_FITC_15%,1225.5714285714287
70994,32468,Rinse2001,Brightfield,5429.571428571428
70995,32468,Rinse2001,Rhodamine B,2679.785714285714
70996,32469,Rinse2001,4X_FITC_15%,1198.9166666666667
70997,32469,Rinse2001,Brightfield,5000.0
70998,32469,Rinse2001,Rhodamine B,22495.0
70999,32470,Rinse2001,4X_FITC_15%,2684.5833333333335
71000,32470,Rinse2001,Brightfield,5265.833333333333
71001,32470,Rinse2001,Rhodamine B,14424.083333333334
71002,32471,Rinse2001,4X_FITC_15%,17834.727272727272
71003,32471,Rinse2001,Brightfield,4803.090909090909
71004,32471,Rinse2001,Rhodamine B,2296.0
71005,32472,Rinse2001,4X_FITC_15%,1080.0
71006,32472,Rinse2001,Brightfield,5640.0
71007,32472,Rinse2001,Rhodamine B,16656.076923076922
71008,32473,Rinse2001,4X_FITC_15%,18158.0
71009,32473,Rinse2001,Brightfield,6239.923076923077
71010,32473,Rinse2001,Rhodamine B,4454.923076923077
71011,32474,Rinse2001,4X_FITC_15%,19187.923076923078
71012,32474,Rinse2001,Brightfield,4976.076923076923
71013,32474,Rinse2001,Rhodamine B,2534.846153846154
71014,32475,Rinse2001,4X_FITC_15%,1137.0
71015,32475,Rinse2001,Brightfield,4828.833333333333
71016,32475,Rinse2001,Rhodamine B,22276.666666666668
71017,32476,Rinse2001,4X_FITC_15%,1193.5384615384614
71018,32476,Rinse2001,Brightfield,4785.0
71019,32476,Rinse2001,Rhodamine B,22121.0
71020,32477,Rinse2001,4X_FITC_15%,1013.2307692307693
71021,32477,Rinse2001,Brightfield,4614.615384615385
71022,32477,Rinse2001,Rhodamine B,15215.23076923077
71023,32478,Rinse2001,4X_FITC_15%,18770.076923076922
71024,32478,Rinse2001,Brightfield,4968.923076923077
71025,32478,Rinse2001,Rhodamine B,2786.6153846153848
71026,32479,Rinse2001,4X_FITC_15%,1273.1666666666667
71027,32479,Rinse2001,Brightfield,4710.833333333333
71028,32479,Rinse2001,Rhodamine B,14334.666666666666
71029,32480,Rinse2001,4X_FITC_15%,17670.785714285714
71030,32480,Rinse2001,Brightfield,4367.357142857143
71031,32480,Rinse2001,Rhodamine B,3022.714285714286
71032,32481,Rinse2001,4X_FITC_15%,18768.0
71033,32481,Rinse2001,Brightfield,5447.214285714285
71034,32481,Rinse2001,Rhodamine B,2137.285714285714
71035,32482,Rinse2001,4X_FITC_15%,1999.6923076923076
71036,32482,Rinse2001,Brightfield,4701.2307692307695
71037,32482,Rinse2001,Rhodamine B,11489.923076923076
71038,32483,Rinse2001,4X_FITC_15%,1263.7857142857142
71039,32483,Rinse2001,Brightfield,4592.071428571428
71040,32483,Rinse2001,Rhodamine B,2793.285714285714
71041,32484,Rinse2001,4X_FITC_15%,859.5384615384615
71042,32484,Rinse2001,Brightfield,4637.538461538462
71043,32484,Rinse2001,Rhodamine B,14420.846153846154
71044,32485,Rinse2001,4X_FITC_15%,1196.1538461538462
71045,32485,Rinse2001,Brightfield,5151.384615384615
71046,32485,Rinse2001,Rhodamine B,2184.6923076923076
71047,32486,Rinse2001,4X_FITC_15%,987.7692307692307
71048,32486,Rinse2001,Brightfield,5357.384615384615
71049,32486,Rinse2001,Rhodamine B,17674.23076923077
71050,32487,Rinse2001,4X_FITC_15%,1248.5454545454545
71051,32487,Rinse2001,Brightfield,4800.818181818182
71052,32487,Rinse2001,Rhodamine B,22899.454545454544
71053,32488,Rinse2001,4X_FITC_15%,1359.75
71054,32488,Rinse2001,Brightfield,4982.333333333333
71055,32488,Rinse2001,Rhodamine B,31919.333333333332
71056,32489,Rinse2001,4X_FITC_15%,1210.0
71057,32489,Rinse2001,Brightfield,5457.454545454545
71058,32489,Rinse2001,Rhodamine B,2234.0
71059,32490,Rinse2001,4X_FITC_15%,1064.857142857143
71060,32490,Rinse2001,Brightfield,5037.357142857143
71061,32490,Rinse2001,Rhodamine B,2301.9285714285716
71062,32491,Rinse2001,4X_FITC_15%,15205.153846153846
71063,32491,Rinse2001,Brightfield,3775.3846153846152
71064,32491,Rinse2001,Rhodamine B,3310.846153846154
71065,32492,Rinse2001,4X_FITC_15%,1182.9285714285713
71066,32492,Rinse2001,Brightfield,4724.428571428572
71067,32492,Rinse2001,Rhodamine B,24364.285714285714
71068,32493,Rinse2001,4X_FITC_15%,1446.076923076923
71069,32493,Rinse2001,Brightfield,5061.923076923077
71070,32493,Rinse2001,Rhodamine B,2395.0
71071,32494,Rinse2001,4X_FITC_15%,17678.76923076923
71072,32494,Rinse2001,Brightfield,4816.0
71073,32494,Rinse2001,Rhodamine B,3076.076923076923
71074,32495,Rinse2001,4X_FITC_15%,1111.0
71075,32495,Rinse2001,Brightfield,5078.818181818182
71076,32495,Rinse2001,Rhodamine B,16749.545454545456
71077,32496,Rinse2001,4X_FITC_15%,1295.090909090909
71078,32496,Rinse2001,Brightfield,5329.727272727273
71079,32496,Rinse2001,Rhodamine B,24033.727272727272
71080,32497,Rinse2001,4X_FITC_15%,1049.7692307692307
71081,32497,Rinse2001,Brightfield,4673.2307692307695
71082,32497,Rinse2001,Rhodamine B,2822.3846153846152
71083,32498,Rinse2001,4X_FITC_15%,1103.6153846153845
71084,32498,Rinse2001,Brightfield,4772.923076923077
71085,32498,Rinse2001,Rhodamine B,21617.23076923077
71086,32499,Rinse2001,4X_FITC_15%,19040.18181818182
71087,32499,Rinse2001,Brightfield,4749.545454545455
71088,32499,Rinse2001,Rhodamine B,3127.0
71089,32500,Rinse2001,4X_FITC_15%,16223.153846153846
71090,32500,Rinse2001,Brightfield,4510.923076923077
71091,32500,Rinse2001,Rhodamine B,3848.846153846154
71092,32501,Rinse2001,4X_FITC_15%,15342.285714285714
71093,32501,Rinse2001,Brightfield,4251.714285714285
71094,32501,Rinse2001,Rhodamine B,3286.6428571428573
71095,32502,Rinse2001,4X_FITC_15%,1255.0
71096,32502,Rinse2001,Brightfield,4510.692307692308
71097,32502,Rinse2001,Rhodamine B,12700.076923076924
71098,32503,Rinse2001,4X_FITC_15%,1030.8461538461538
71099,32503,Rinse2001,Brightfield,4604.615384615385
71100,32503,Rinse2001,Rhodamine B,13532.615384615385
71101,32504,Rinse2001,4X_FITC_15%,16186.833333333334
71102,32504,Rinse2001,Brightfield,4515.166666666667
71103,32504,Rinse2001,Rhodamine B,2454.1666666666665
71104,32505,Rinse2001,4X_FITC_15%,1362.8333333333333
71105,32505,Rinse2001,Brightfield,4158.0
71106,32505,Rinse2001,Rhodamine B,13242.0
71107,32506,Rinse2001,4X_FITC_15%,1111.0
71108,32506,Rinse2001,Brightfield,4726.7692307692305
71109,32506,Rinse2001,Rhodamine B,10761.538461538461
71110,32507,Rinse2001,4X_FITC_15%,1025.1818181818182
71111,32507,Rinse2001,Brightfield,5416.727272727273
71112,32507,Rinse2001,Rhodamine B,2841.2727272727275
71113,32508,Rinse2001,4X_FITC_15%,1103.1666666666667
71114,32508,Rinse2001,Brightfield,5858.833333333333
71115,32508,Rinse2001,Rhodamine B,2315.75
71116,32509,Rinse2001,4X_FITC_15%,2004.6666666666667
71117,32509,Rinse2001,Brightfield,5109.166666666667
71118,32509,Rinse2001,Rhodamine B,3255.5833333333335
71119,32510,Rinse2001,4X_FITC_15%,1233.3846153846155
71120,32510,Rinse2001,Brightfield,3692.923076923077
71121,32510,Rinse2001,Rhodamine B,3692.923076923077
71122,32511,Rinse2001,4X_FITC_15%,924.1538461538462
71123,32511,Rinse2001,Brightfield,5412.384615384615
71124,32511,Rinse2001,Rhodamine B,30807.0
71125,32512,Rinse2001,4X_FITC_15%,1374.2307692307693
71126,32512,Rinse2001,Brightfield,5119.153846153846
