Area,Intensity,Eccentricity,Droplet Sample
377,7106,0.172282,Mix
378,7114,0.142789,Mix
378,7002,0.219992,Mix
406,1555,0.116186,Mix
378,7164,0.234162,Mix
379,6824,0.193817,Mix
388,7192,0.196127,Mix
378,6882,0.174049,Mix
377,6999,0.164203,Mix
375,6686,0.285988,Mix
374,6368,0.139831,Mix
404,7418,0.253941,Mix
408,1495,0.263853,Mix
408,1450,0.263529,Mix
410,1599,0.185014,Mix
379,7056,0.205652,Mix
378,6954,0.142789,Mix
409,1543,0.138789,Mix
406,1610,0.237831,Mix
361,6681,0.408627,Mix
411,1624,0.228760,Mix
368,7065,0.243600,Mix
380,7187,0.165262,Mix
378,7156,0.142789,Mix
410,1652,0.169131,Mix
106,217,0.495290,Mix
375,6558,0.169802,Mix
405,1612,0.137929,Mix
375,7050,0.172981,Mix
389,7431,0.263596,Mix
372,6931,0.254299,Mix
376,6689,0.027500,Mix
388,7062,0.203262,Mix
409,1605,0.151177,Mix
409,1403,0.282955,Mix
407,1467,0.262056,Mix
376,6810,0.198491,Mix
402,7103,0.268122,Mix
404,6712,0.114156,Mix
409,1603,0.135322,Mix
377,6944,0.259858,Mix
396,7320,0.191830,Mix
377,6885,0.291700,Mix
392,7347,0.181614,Mix
411,1699,0.154730,Mix
376,7016,0.186288,Mix
404,1575,0.216267,Mix
402,1501,0.287804,Mix
390,7400,0.228132,Mix
376,7113,0.169511,Mix
409,1529,0.124194,Mix
371,6578,0.182542,Mix
407,1605,0.193206,Mix
378,7148,0.140212,Mix
379,7013,0.128927,Mix
288,4894,0.262094,Mix
384,7080,0.202635,Mix
376,6798,0.027223,Mix
92,222,0.346889,Mix
81,197,0.000000,Mix
301,1070,0.712894,Mix
377,6713,0.238264,Mix
406,1431,0.257648,Mix
152,610,0.272418,Mix
406,1438,0.196394,Mix
406,1438,0.241465,Mix
369,6826,0.231191,Mix
401,1495,0.168315,Mix
374,6757,0.139831,Mix
378,7008,0.147220,Mix
375,7022,0.103254,Mix
405,1480,0.286632,Mix
403,1512,0.149738,Mix
394,6900,0.129645,Mix
398,7370,0.252325,Mix
405,1655,0.150402,Mix
388,7368,0.014839,Mix
364,6896,0.281557,Mix
367,6933,0.180538,Mix
403,1513,0.175433,Mix
400,7162,0.194005,Mix
403,1563,0.229806,Mix
370,6997,0.143197,Mix
406,1546,0.165452,Mix
396,7262,0.191830,Mix
409,1432,0.124194,Mix
400,1401,0.249166,Mix
407,1498,0.288878,Mix
403,1455,0.214664,Mix
386,6800,0.343598,Mix
375,6893,0.216069,Mix
407,1560,0.236673,Mix
376,6716,0.220678,Mix
371,6887,0.214085,Mix
398,1544,0.227035,Mix
378,7093,0.234553,Mix
375,6890,0.252839,Mix
387,6688,0.300279,Mix
402,1556,0.218905,Mix
404,1542,0.303244,Mix
405,1601,0.137929,Mix
399,1613,0.167718,Mix
366,6877,0.272545,Mix
410,1623,0.167946,Mix
369,6354,0.204740,Mix
367,6351,0.217372,Mix
367,6724,0.257325,Mix
394,7474,0.277036,Mix
371,6996,0.149480,Mix
403,7183,0.151151,Mix
238,4280,0.782249,Mix
407,1449,0.181437,Mix
390,1323,0.226626,Mix
360,6656,0.294201,Mix
398,1518,0.147297,Mix
398,1584,0.233303,Mix
388,1489,0.255895,Mix
373,6917,0.229128,Mix
398,1489,0.208739,Mix
394,1583,0.203143,Mix
398,1580,0.269067,Mix
400,1554,0.215287,Mix
386,1472,0.304982,Mix
402,1555,0.205671,Mix
401,1583,0.142886,Mix
400,7575,0.078374,Mix
400,1618,0.263581,Mix
367,6806,0.165833,Mix
364,6284,0.265943,Mix
367,6350,0.207427,Mix
364,6486,0.281557,Mix
384,6936,0.192529,Mix
362,6769,0.226259,Mix
406,1615,0.098266,Mix
357,6289,0.203376,Mix
171,2749,0.776543,Mix
153,2675,0.572434,Mix
401,1429,0.213492,Mix
401,1405,0.298425,Mix
390,6930,0.255146,Mix
138,2444,0.369624,Mix
376,1399,0.343382,Mix
393,6500,0.181205,Mix
406,1531,0.211354,Mix
342,6285,0.335940,Mix
384,7019,0.202635,Mix
366,6105,0.158036,Mix
383,6902,0.191961,Mix
370,6776,0.085116,Mix
407,1597,0.065769,Mix
389,7209,0.223893,Mix
376,6902,0.232997,Mix
373,6694,0.174720,Mix
395,6471,0.276384,Mix
397,1459,0.307575,Mix
398,1548,0.271365,Mix
368,6482,0.258464,Mix
374,6627,0.142492,Mix
364,6559,0.250325,Mix
366,6779,0.296042,Mix
362,6550,0.226259,Mix
332,6059,0.381299,Mix
366,6298,0.268363,Mix
134,572,0.340765,Mix
396,1394,0.252467,Mix
206,3345,0.741166,Mix
402,1394,0.284567,Mix
103,230,0.828510,Mix
374,6790,0.139831,Mix
408,1406,0.220712,Mix
396,1365,0.411677,Mix
410,1533,0.228498,Mix
408,1517,0.190486,Mix
405,1501,0.231232,Mix
369,6668,0.266846,Mix
511,1144,0.861954,Mix
197,452,0.728799,Mix
403,1406,0.313187,Mix
404,1523,0.230005,Mix
407,1545,0.075226,Mix
376,6680,0.193452,Mix
403,1555,0.175433,Mix
408,1563,0.204375,Mix
411,1583,0.173545,Mix
401,1540,0.229092,Mix
1252,23168,0.119907,Mix
378,6460,0.236862,Mix
372,6419,0.262901,Mix
286,4811,0.147482,Mix
294,4947,0.262373,Mix
405,1410,0.194190,Mix
366,6050,0.275616,Mix
404,1447,0.251057,Mix
384,6522,0.000000,Mix
351,3840,0.149500,Mix
366,5575,0.291233,Mix
366,5782,0.278530,Mix
390,1110,0.247037,Mix
397,1369,0.276467,Mix
386,1110,0.208123,Mix
400,1246,0.294853,Mix
362,5318,0.228808,Mix
402,1394,0.461249,Mix
362,4359,0.254238,Mix
370,4869,0.293021,Mix
369,5025,0.231191,Mix
394,1297,0.306249,Mix
397,1433,0.289976,Mix
396,1401,0.281310,Mix
400,1482,0.194005,Mix
373,6786,0.161315,Mix
402,1438,0.247511,Mix
379,6993,0.121505,Mix
392,7225,0.174529,Mix
401,1450,0.239153,Mix
382,7066,0.225717,Mix
373,6673,0.120301,Mix
370,6710,0.085116,Mix
398,7337,0.271645,Mix
364,6708,0.265943,Mix
391,6744,0.106680,Mix
404,1528,0.230005,Mix
384,7073,0.126865,Mix
367,6817,0.106329,Mix
364,6756,0.302932,Mix
392,1457,0.175924,Mix
358,6290,0.215353,Mix
332,1322,0.313132,Mix
396,1427,0.293628,Mix
389,6674,0.249442,Mix
382,5894,0.144214,Mix
393,1359,0.285000,Mix
368,6077,0.260225,Mix
364,5894,0.302932,Mix
372,5706,0.387199,Mix
375,6049,0.400032,Mix
266,760,0.764427,Mix
384,1104,0.256245,Mix
384,1109,0.263917,Mix
356,5430,0.300567,Mix
380,1139,0.196849,Mix
383,1182,0.221718,Mix
358,4751,0.321843,Mix
340,4744,0.405204,Mix
354,5280,0.445488,Mix
191,483,0.584936,Mix
166,583,0.197108,Mix
187,3591,0.699290,Mix
150,537,0.702083,Mix
138,2703,0.665567,Mix
130,456,0.589315,Mix
164,585,0.723197,Mix
114,433,0.566484,Mix
166,628,0.714991,Mix
166,675,0.714991,Mix
125,471,0.633044,Mix
125,464,0.633044,Mix
114,447,0.566484,Mix
168,687,0.706588,Mix
114,2199,0.566484,Mix
125,2378,0.633044,Mix
154,620,0.676703,Mix
103,1993,0.477225,Mix
147,582,0.726026,Mix
136,2581,0.684766,Mix
154,576,0.676703,Mix
136,2511,0.700062,Mix
125,2410,0.633044,Mix
142,504,0.630310,Mix
166,614,0.714991,Mix
125,2249,0.633044,Mix
168,598,0.706588,Mix
136,2384,0.684766,Mix
156,553,0.665070,Mix
114,412,0.566484,Mix
103,348,0.477225,Mix
92,305,0.346889,Mix
415446,663907,0.917848,Mix
